0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.572373401307293580e-03,-2.873681287925141520e-03,3.013078866178489157e-04,-1.878754403298772663e-22,-9.600327385944871504e-19
-6.571461455000237950e-07,7.717120203921882041e-03,-8.621043863775424559e-03,9.037032723914166640e-04,-6.571461455000241127e-07,2.203874621265445337e-07
-4.600015469217537650e-06,1.543416052797984446e-02,-1.724181809784494646e-02,1.806114869451174408e-03,-4.600015469217540191e-06,1.542700413928998823e-06
-1.642839889578647436e-05,2.572298385939668711e-02,-2.873431711287539880e-02,3.005823898521131979e-03,-1.642839889578529190e-05,5.509354957571493247e-06
-4.271189889650394854e-05,3.858199113108867762e-02,-4.309330043657789988e-02,4.496987236652339251e-03,-4.271189889644540162e-05,1.432206883606395743e-05
-9.198527280763606770e-05,5.400753349699874417e-02,-6.030686026767594771e-02,6.268489875665972377e-03,-9.198527280649602912e-05,3.083689499506791939e-05
-1.747373836261329806e-04,7.199265953046091182e-02,-8.035236515575105987e-02,8.301152866976732603e-03,-1.747373836143754043e-04,5.855275814692600771e-05
-3.033897038793356682e-04,9.252559751427910650e-02,-1.031915406439338490e-01,1.056435364562027454e-02,-3.033897037983531927e-04,1.015894828895334059e-04
-4.922597479568533449e-04,1.155880230757802135e-01,-1.287648374816149632e-01,1.301216373789605002e-02,-4.922597475355710867e-04,1.646506619894175108e-04
-7.575048788715805365e-04,1.411531947502235040e-01,-1.569853361751831211e-01,1.557917483415590179e-02,-7.575048770913157987e-04,2.529665656829574840e-04
-1.117043017237507284e-03,1.691840786138283925e-01,-1.877325552896063066e-01,1.817626365800455168e-02,-1.117043010832895634e-03,3.722129274443460056e-04
-1.590449233535341312e-03,1.996316216656572051e-01,-2.208466527642496402e-01,2.068662766272540143e-02,-1.590449213280270904e-03,5.284031502561417192e-04
-2.198831221116370922e-03,2.324333617209312086e-01,-2.561236051776545342e-01,2.296248820624017736e-02,-2.198831163495321497e-03,7.277544379328404348e-04
-2.964692040362810858e-03,2.675125657431677295e-01,-2.933119809125600552e-01,2.482288057699445077e-02,-2.964691890384513716e-03,9.765324766865405084e-04
